,nearest stattion,number of stops within 2kms
0,463.90384316921046,7
1,158.5151404919,8
2,599.6184544950537,4
3,812.7034848713902,7
4,294.62674246123595,7
5,222.62600290459878,4
6,377.48716800983584,9
7,822.0911310044471,7
8,430.23073925492275,8
9,363.4691994287368,10
10,125.49861371233231,8
11,407.5229638857903,7
12,407.5229638857903,7
13,407.5229638857903,7
14,125.49861371233231,8
15,1043.2933201665173,4
16,1051.3750413178755,6
17,442.6107217546132,6
18,Nothing within a 2km radius,0
19,31.905035313574327,12
20,293.05629657870503,7
21,526.3107025220994,4
22,158.5151404919,8
23,577.0371548559324,6
24,1561.3119317882204,3
25,1329.8157531857266,5
26,576.1751686025576,7
27,1911.8038238573542,2
28,411.40827435632593,7
29,398.5775066485141,7
30,652.2540098802126,6
31,1444.2437631811413,3
32,1661.9084544029292,2
33,Nothing within a 2km radius,0
34,1173.7970917184596,2
35,1608.6667212742516,3
36,Nothing within a 2km radius,0
37,483.1022383447224,5
38,Nothing within a 2km radius,0
39,1202.4256393914316,5
40,398.5775066485141,7
41,472.17558110066085,7
42,522.1677041689645,7
43,1607.053170976918,2
44,1305.8316657652183,4
45,522.1677041689645,7
46,522.1677041689645,7
47,1127.4733524104063,2
48,636.7199907242367,4
49,1254.8621836269574,2
50,1325.7110239892597,2
51,1415.222475536426,2
52,795.0144557848195,3
53,1143.9281997982218,2
54,637.0594871151774,4
55,1044.8769602840932,2
56,231.58639858792418,5
57,231.58639858792418,5
58,911.6515654487469,4
59,875.0889162746327,3
60,223.73099360470943,5
61,353.29175380883964,5
62,369.14739511708467,5
63,1336.9436311109048,2
64,637.0594871151774,4
65,Nothing within a 2km radius,0
66,1325.7110239892597,2
67,1006.6510326108623,2
68,274.01102488490704,7
69,1314.092273165315,2
70,1006.6510326108623,2
71,985.8170674764735,3
72,376.629277197884,5
73,285.85131650479684,6
74,336.04859588788116,7
75,274.01102488490704,7
76,336.04859588788116,7
77,1769.8931156147587,1
78,274.01102488490704,7
79,973.0514097310155,2
80,973.0514097310155,2
81,336.04859588788116,7
82,1006.6510326108623,2
83,274.01102488490704,7
