,nearest stattion,number of stops within 2kms
0,683.1327422845176,15
1,206.17778064091743,16
2,194.90203591798996,20
3,319.40517247148045,17
4,602.3287055165762,16
5,360.1548791042167,17
6,663.0257300000635,9
7,663.0257300000635,9
8,344.71033972657057,16
9,309.63180023657355,17
10,260.19324497980386,21
11,398.3876160395574,13
12,973.8596260012682,18
13,362.73086913395343,16
14,50.996443747387424,17
15,676.6741334372406,17
16,676.6741334372406,17
17,182.44345609932398,17
18,378.1852373402921,17
19,196.84175327280576,19
20,126.06803891650782,17
21,286.46853611601546,17
22,467.482117488211,18
23,378.9255116735961,19
24,71.2128386062924,16
25,362.73086913395343,16
26,286.46853611601546,17
27,509.015133362858,19
28,998.4122439509774,18
29,71.2128386062924,16
30,309.63180023657355,17
31,367.38877067875865,9
32,998.4122439509774,18
33,523.4710378178835,13
34,246.03409155224037,11
35,144.17013153016617,16
36,523.4710378178835,13
37,246.03409155224037,11
38,144.17013153016617,16
39,136.5506208503519,17
40,175.8030220023996,17
41,274.4778434902687,16
42,613.3620278796905,11
43,335.7446981952325,16
44,176.19868617643093,23
45,509.015133362858,19
46,140.39405183917984,16
47,227.4988363548746,16
48,234.82947335668635,17
49,91.25352497168853,17
50,328.6670079589605,14
51,267.7822947379957,17
52,212.62027951586336,11
53,453.42478171442696,10
54,310.7013737663763,17
55,328.6670079589605,14
56,144.17013153016617,16
57,71.2128386062924,16
58,391.78395522475023,11
59,291.5938803401601,16
60,518.4808696019335,19
61,651.8309901938431,17
62,651.8309901938431,17
63,347.65189017906107,11
64,266.21860932967695,11
65,319.40517247148045,17
66,412.48992551824136,22
67,235.52838540677746,17
68,559.0811906799912,4
69,995.9336744996605,10
70,144.17013153016617,16
71,319.40517247148045,17
72,319.40517247148045,17
73,235.52838540677746,17
74,676.6741334372406,17
75,67.759087286512,16
76,359.9768589772245,13
77,322.7456950232554,11
78,441.0184190389918,10
79,773.8398061743528,4
80,101.21798652272427,16
81,529.1871140514559,11
82,351.9594045554727,16
83,347.65189017906107,11
84,725.9497032381112,9
85,71.2128386062924,16
86,71.2128386062924,16
87,892.531619825333,18
88,454.3472799454567,18
89,302.2644539658726,16
90,428.77935637730627,8
91,541.1120249836795,11
92,340.70790201697827,18
93,970.9031120125899,16
94,995.9336744996605,10
95,286.46853611601546,17
96,71.2128386062924,16
97,256.73789380495083,16
98,227.4988363548746,16
99,621.8485785446419,19
100,581.2896053184614,19
101,227.4988363548746,16
102,995.9336744996605,10
103,977.488560720962,15
104,399.6397745860366,16
105,312.2279868307392,16
106,382.8873205650279,14
107,615.5817041165434,5
108,5.615729820070632,16
109,1022.7985994969279,15
110,588.3134431627428,11
111,299.4529009207697,18
112,261.2436999855701,19
113,136.5506208503519,17
114,227.4988363548746,16
115,351.9594045554727,16
116,731.5109912700564,16
117,280.45515898841336,19
118,5.615729820070632,16
119,188.46383259397234,17
120,795.2863562520819,16
121,1172.3931667844201,9
122,1049.5933433772211,9
123,142.3440417035248,17
124,280.45515898841336,19
125,368.7787282617433,19
126,144.17013153016617,16
127,504.3657445927895,19
128,499.44426736532364,16
129,261.0067421733809,15
130,475.67230275024536,22
131,778.7448231663998,9
132,731.5109912700564,16
133,302.3150895473612,21
134,406.52380902250195,19
135,267.6416955379521,17
136,158.62527745164414,17
137,731.5109912700564,16
138,475.67230275024536,22
139,571.3756626310825,13
140,267.7822947379957,17
141,359.9768589772245,13
142,698.9619410076405,11
143,267.7822947379957,17
144,340.70790201697827,18
145,261.2436999855701,19
146,91.25352497168853,17
147,71.2128386062924,16
148,566.9355432183138,9
149,234.82947335668635,17
150,236.82251235006024,17
151,613.3620278796905,11
152,316.0319859691876,17
153,359.7309203541593,22
154,150.0233868972022,20
155,543.4490299235005,8
156,301.6156092559861,10
157,490.26478741354293,19
158,961.8046782659851,7
159,301.6156092559861,10
160,415.2802531217571,18
161,415.2802531217571,18
162,415.2802531217571,18
163,778.7448231663998,9
164,795.2863562520819,16
165,517.7210801085056,11
166,190.57795565271232,22
167,664.9974814607343,18
168,143.7829413626901,19
169,803.6877109594067,11
170,806.8593139458865,14
171,223.28147374168117,6
172,664.9974814607343,18
173,267.6416955379521,17
174,176.94893882153553,22
175,406.52380902250195,19
176,101.21798652272427,16
177,71.42240542087401,22
178,378.1852373402921,17
179,266.21860932967695,11
180,711.8590055365928,13
181,676.6741334372406,17
182,144.17013153016617,16
183,326.0721125483274,19
184,71.2128386062924,16
185,326.0721125483274,19
186,71.2128386062924,16
187,286.46853611601546,17
188,93.40378490456887,6
189,93.09532650952706,6
190,280.45515898841336,19
191,267.7822947379957,17
192,853.1607538953726,11
193,300.2149633641085,21
194,347.65189017906107,11
195,347.65189017906107,11
196,158.62527745164414,17
197,236.82251235006024,17
198,77.2988679608712,17
199,326.0721125483274,19
200,144.17013153016617,16
201,286.46853611601546,17
202,681.9805834694608,11
203,302.2644539658726,16
