,nearest stattion,number of stops within 2kms
0,Nothing within a 2km radius,0
1,776.7303791742247,18
2,Nothing within a 2km radius,0
3,776.4461543649646,19
4,Nothing within a 2km radius,0
5,805.6653923342041,15
6,605.3828868753233,13
7,277.17793955829234,8
8,Nothing within a 2km radius,0
9,348.01621744602255,10
10,549.6455047701135,19
11,922.475808768196,13
12,Nothing within a 2km radius,0
13,605.3828868753233,13
14,Nothing within a 2km radius,0
15,Nothing within a 2km radius,0
16,782.3195937735342,18
17,782.3195937735342,18
18,776.4461543649646,19
19,Nothing within a 2km radius,0
20,48.9429631477763,20
21,665.593513097907,17
22,776.4461543649646,19
23,196.3442291272263,10
24,373.14028475360163,8
25,Nothing within a 2km radius,0
26,Nothing within a 2km radius,0
27,317.50605983982314,26
28,776.4461543649646,19
29,Nothing within a 2km radius,0
30,776.4461543649646,19
31,1678.316668569203,1
32,501.15555386738845,13
33,501.15555386738845,13
34,356.4833515377529,29
35,Nothing within a 2km radius,0
36,Nothing within a 2km radius,0
37,803.0188843904582,5
38,813.7659618719384,16
39,122.6748336040713,13
40,173.1090888288185,10
41,451.5725985484659,19
42,Nothing within a 2km radius,0
43,317.50605983982314,26
44,Nothing within a 2km radius,0
45,691.4359981574021,7
46,885.937591336349,12
47,Nothing within a 2km radius,0
48,307.33825137041947,27
49,737.6075489423658,14
50,451.5725985484659,19
51,776.4461543649646,19
52,Nothing within a 2km radius,0
53,Nothing within a 2km radius,0
54,813.7659618719384,16
55,672.1074306406821,19
56,469.3445074875656,14
57,Nothing within a 2km radius,0
58,399.23208733034465,26
59,Nothing within a 2km radius,0
60,Nothing within a 2km radius,0
61,506.10399934265683,18
62,776.4461543649646,19
63,Nothing within a 2km radius,0
64,416.4674203003206,27
65,416.4674203003206,27
66,356.4833515377529,29
67,321.52336833751286,19
68,Nothing within a 2km radius,0
69,844.0075202114249,16
70,Nothing within a 2km radius,0
71,Nothing within a 2km radius,0
72,782.3195937735342,18
73,776.4461543649646,19
74,776.4461543649646,19
75,776.4461543649646,19
76,783.9833830262182,6
77,377.3264012846202,8
78,285.1957839115558,7
79,445.3105123877759,18
80,971.0187422588207,17
81,776.4461543649646,19
82,844.0075202114249,16
83,305.108827785443,17
84,605.3828868753233,13
85,317.50605983982314,26
86,Nothing within a 2km radius,0
87,268.9312041776616,21
88,253.66889028842343,21
89,1193.9298914457645,4
90,534.27162543199,19
91,484.0753183755018,18
92,173.1090888288185,10
93,864.4406679767469,14
94,304.68817911955443,26
95,987.9398726966414,3
96,1100.2070801987502,10
97,795.6024679269873,16
98,295.9375746852761,18
99,320.4850528529003,16
100,392.0589000922045,17
101,317.50605983982314,26
102,253.66889028842343,21
103,268.9312041776616,21
104,Nothing within a 2km radius,0
105,430.9158576869841,18
106,484.0753183755018,18
107,563.823622558446,25
108,364.6430071980248,22
109,563.823622558446,25
110,Nothing within a 2km radius,0
111,321.52336833751286,19
112,Nothing within a 2km radius,0
113,Nothing within a 2km radius,0
114,Nothing within a 2km radius,0
115,Nothing within a 2km radius,0
116,Nothing within a 2km radius,0
117,795.6024679269873,16
118,317.50605983982314,26
119,Nothing within a 2km radius,0
120,Nothing within a 2km radius,0
121,242.61432650137942,12
122,Nothing within a 2km radius,0
123,317.50605983982314,26
124,Nothing within a 2km radius,0
125,317.50605983982314,26
126,721.262117005216,15
127,Nothing within a 2km radius,0
128,721.262117005216,15
129,Nothing within a 2km radius,0
130,Nothing within a 2km radius,0
131,426.9876900227628,28
132,501.9003394446047,18
133,317.50605983982314,26
134,Nothing within a 2km radius,0
135,317.50605983982314,26
136,466.14779902163406,9
137,651.6548625493347,13
138,582.3769263819951,13
139,Nothing within a 2km radius,0
140,1013.55612748397,14
141,864.4406679767469,14
142,1013.55612748397,14
143,416.4674203003206,27
144,1040.1090260652443,14
145,364.6430071980248,22
146,Nothing within a 2km radius,0
147,1843.0160399587346,2
148,Nothing within a 2km radius,0
149,Nothing within a 2km radius,0
150,Nothing within a 2km radius,0
151,Nothing within a 2km radius,0
152,597.2446552022963,8
153,246.0675423627635,17
154,307.33825137041947,27
155,Nothing within a 2km radius,0
156,455.95038996468526,12
157,Nothing within a 2km radius,0
158,Nothing within a 2km radius,0
159,Nothing within a 2km radius,0
160,843.429020489826,15
161,Nothing within a 2km radius,0
162,321.52336833751286,19
163,466.14779902163406,9
164,782.3195937735342,18
165,782.3195937735342,18
166,Nothing within a 2km radius,0
167,Nothing within a 2km radius,0
168,871.892414983555,7
169,122.6748336040713,13
170,546.2347775517029,13
171,321.52336833751286,19
172,268.9312041776616,21
173,253.66889028842343,21
174,Nothing within a 2km radius,0
175,563.823622558446,25
176,330.85280713990204,19
177,330.85280713990204,19
178,1984.8092872427553,1
179,213.47178190451606,27
180,551.3826103952387,13
181,506.1768924746913,7
182,729.7975591621853,7
183,454.7150673280301,7
184,266.81087130543415,21
185,737.1386264759682,15
186,266.81087130543415,21
187,196.3442291272263,10
188,993.1525374614301,8
189,729.7975591621853,7
190,Nothing within a 2km radius,0
191,513.1931612701346,19
192,303.55626137945455,21
193,782.3195937735342,18
194,Nothing within a 2km radius,0
195,993.1525374614301,8
196,Nothing within a 2km radius,0
197,782.3195937735342,18
198,303.55626137945455,21
199,445.3105123877759,18
200,303.55626137945455,21
201,Nothing within a 2km radius,0
202,148.7436835084379,24
203,325.0782072293052,26
204,309.65385585345666,6
205,Nothing within a 2km radius,0
206,737.1386264759682,15
207,303.55626137945455,21
208,166.8032359406739,7
209,399.23208733034465,26
210,395.42618519732173,25
211,Nothing within a 2km radius,0
212,1100.2070801987502,10
213,325.0782072293052,26
214,Nothing within a 2km radius,0
215,513.8015631120934,24
216,910.7666161506328,13
217,313.6880007389527,5
218,303.55626137945455,21
219,303.55626137945455,21
220,466.14779902163406,9
221,796.9489481489876,12
222,672.38858340419,14
223,586.3351348011603,15
224,148.81805011347137,10
225,Nothing within a 2km radius,0
226,Nothing within a 2km radius,0
227,478.3118441394101,18
228,1205.4812334904755,7
229,Nothing within a 2km radius,0
230,582.3769263819951,13
231,Nothing within a 2km radius,0
232,917.9408510924819,7
233,303.55626137945455,21
234,Nothing within a 2km radius,0
235,Nothing within a 2km radius,0
236,166.8032359406739,7
237,Nothing within a 2km radius,0
238,422.7188137549452,6
239,375.42080976144626,20
240,166.8032359406739,7
241,887.9058378144385,17
242,844.0075202114249,16
243,Nothing within a 2km radius,0
244,Nothing within a 2km radius,0
245,903.2309158830793,10
246,173.1090888288185,10
247,Nothing within a 2km radius,0
248,1081.3519798798036,4
249,884.835477515606,14
250,1081.3519798798036,4
251,378.2280317949287,25
252,325.0782072293052,26
253,325.0782072293052,26
254,325.0782072293052,26
255,605.3828868753233,13
256,813.7659618719384,16
257,605.3828868753233,13
258,110.773380356637,4
259,713.6861516912394,13
260,894.4487443008147,3
261,894.4487443008147,3
262,653.7348433070898,8
263,934.4427577230003,15
264,335.0548698064501,9
265,Nothing within a 2km radius,0
266,Nothing within a 2km radius,0
267,Nothing within a 2km radius,0
268,Nothing within a 2km radius,0
269,Nothing within a 2km radius,0
270,947.3066207142092,10
271,Nothing within a 2km radius,0
272,Nothing within a 2km radius,0
273,376.9437889145161,8
274,721.262117005216,15
275,928.0117080111518,14
276,947.3066207142092,10
277,Nothing within a 2km radius,0
278,844.7216201210339,13
279,Nothing within a 2km radius,0
280,Nothing within a 2km radius,0
281,404.57954930501194,19
282,1001.976610900892,4
283,843.429020489826,15
284,1017.5993141827564,7
285,1100.2070801987502,10
286,417.69387617656423,27
287,466.14779902163406,9
288,605.3828868753233,13
289,549.6455047701135,19
290,Nothing within a 2km radius,0
291,Nothing within a 2km radius,0
292,634.0125479409098,11
293,Nothing within a 2km radius,0
294,813.7659618719384,16
295,887.9058378144385,17
296,813.7659618719384,16
297,885.937591336349,12
298,Nothing within a 2km radius,0
299,865.691849686685,12
300,486.26580174965284,10
301,776.7303791742247,18
302,947.3066207142092,10
303,947.3066207142092,10
304,1029.6350887262333,9
305,Nothing within a 2km radius,0
306,Nothing within a 2km radius,0
307,268.9312041776616,21
308,964.3755342782387,3
309,299.8303823440713,20
310,824.8552684090117,14
311,776.4461543649646,19
312,1100.2070801987502,10
313,782.3195937735342,18
314,445.3105123877759,18
315,551.3826103952387,13
316,Nothing within a 2km radius,0
317,390.5560485490687,9
318,236.03464893505318,7
319,308.80052465323234,13
320,605.3828868753233,13
321,605.3828868753233,13
322,854.88123702132,11
323,934.4427577230003,15
324,Nothing within a 2km radius,0
325,Nothing within a 2km radius,0
326,Nothing within a 2km radius,0
327,Nothing within a 2km radius,0
328,Nothing within a 2km radius,0
329,1605.8322157257169,3
330,295.9375746852761,18
331,Nothing within a 2km radius,0
332,321.52336833751286,19
333,776.4461543649646,19
334,356.4833515377529,29
335,Nothing within a 2km radius,0
336,605.3828868753233,13
337,852.2731559913256,8
338,745.0244849023966,13
339,723.575750715446,6
340,605.3828868753233,13
341,286.08929783534956,15
342,416.4674203003206,27
343,813.7659618719384,16
344,852.2731559913256,8
345,662.2339912645493,15
346,303.55626137945455,21
347,439.4227035067077,2
348,Nothing within a 2km radius,0
349,Nothing within a 2km radius,0
350,303.55626137945455,21
351,416.4674203003206,27
352,Nothing within a 2km radius,0
353,Nothing within a 2km radius,0
354,29.091535137540742,5
355,523.760717315746,18
356,Nothing within a 2km radius,0
357,Nothing within a 2km radius,0
