,nearest stattion,number of stops within 2kms
0,709.9196258016896,16
1,628.1581858023552,20
2,378.1852373402921,17
3,378.9255116735961,19
4,5.615729820070632,16
5,476.29289631669155,13
6,5.615729820070632,16
7,307.2510726963893,18
8,219.510174974907,16
9,767.0382202776873,11
10,1121.4594964130965,7
11,246.13159948840794,19
12,228.25430286331874,20
13,256.73789380495083,16
14,256.73789380495083,16
15,676.6741334372406,17
16,147.6574960557162,16
17,326.0721125483274,19
18,291.5938803401601,16
19,521.4067880399248,13
20,509.015133362858,19
21,100.84276776045613,12
22,374.87166486425895,16
23,188.46383259397234,17
24,190.50681591448583,12
25,651.8309901938431,17
26,521.4067880399248,13
27,175.40254286243064,22
28,620.538938209825,17
29,614.8754849197238,18
30,286.46853611601546,17
31,676.6741334372406,17
32,286.46853611601546,17
33,676.6741334372406,17
34,378.1852373402921,17
35,483.258851037545,18
36,136.93261425599988,16
37,150.0233868972022,20
38,267.7822947379957,17
39,267.7822947379957,17
40,196.84175327280576,19
41,302.3150895473612,21
42,267.7822947379957,17
43,799.8268374224036,14
44,378.1852373402921,17
45,676.6741334372406,17
46,136.93261425599988,16
47,227.4988363548746,16
48,347.65189017906107,11
49,347.65189017906107,11
50,347.65189017906107,11
51,392.6257803768294,11
52,266.21860932967695,11
53,651.8309901938431,17
54,511.46033767539075,10
55,676.6741334372406,17
56,436.39392599160215,18
57,142.28960023642725,19
58,291.5938803401601,16
59,621.8485785446419,19
60,239.27842570397323,10
61,596.2195122552058,22
62,413.98360233411535,17
63,406.52380902250195,19
64,267.7822947379957,17
65,711.8590055365928,13
66,335.9387865579124,18
67,725.5688368574529,14
68,227.4988363548746,16
69,961.8046782659851,7
70,136.93261425599988,16
71,651.8309901938431,17
72,266.21860932967695,11
73,347.65189017906107,11
74,347.65189017906107,11
75,227.4988363548746,16
76,299.4529009207697,18
77,256.73789380495083,16
78,227.4988363548746,16
79,709.9196258016896,16
80,651.8309901938431,17
81,347.65189017906107,11
82,444.4984442925443,14
83,698.9619410076405,11
84,266.36266588159515,17
85,792.1681283823231,3
86,792.1681283823231,3
87,256.73789380495083,16
88,40.76236643610964,17
89,260.19324497980386,21
90,175.40254286243064,22
91,726.0944113891792,15
92,101.21798652272427,16
93,40.76236643610964,17
94,961.8046782659851,7
95,621.8485785446419,19
96,267.7822947379957,17
97,454.3472799454567,18
98,166.10766929906836,15
99,726.0944113891792,15
100,1321.8298527896318,8
101,142.28960023642725,19
102,887.3959433192415,8
103,449.2054411030938,22
104,326.0721125483274,19
105,413.98360233411535,17
106,413.98360233411535,17
107,672.9979356868755,19
108,563.5607144957985,19
109,628.1581858023552,20
110,467.482117488211,18
111,256.73789380495083,16
112,299.4529009207697,18
113,267.7822947379957,17
114,748.917382837504,15
115,40.76236643610964,17
116,544.6826165655525,8
117,71.2128386062924,16
118,615.5817041165434,5
119,845.4059238738082,8
120,436.39392599160215,18
121,196.84175327280576,19
122,340.70790201697827,18
123,219.510174974907,16
124,731.5109912700564,16
125,676.6741334372406,17
126,267.7822947379957,17
127,136.93261425599988,16
128,286.46853611601546,17
129,709.9196258016896,16
130,619.9803890557487,11
131,291.5938803401601,16
132,628.1581858023552,20
133,467.482117488211,18
134,391.53314421565386,16
135,140.68701891316582,22
136,299.0716638474826,17
137,1197.5063485972412,10
138,581.2896053184614,19
139,227.4988363548746,16
140,299.4529009207697,18
141,267.7822947379957,17
142,348.1739373861006,17
143,326.0721125483274,19
144,696.0664436646712,11
145,280.8362321089998,13
146,467.482117488211,18
147,291.5938803401601,16
148,554.01499102474,12
149,256.73789380495083,16
150,474.1602910474991,18
151,1197.5063485972412,10
152,378.9255116735961,19
153,696.0664436646712,11
154,291.5938803401601,16
155,299.4529009207697,18
156,291.5938803401601,16
157,256.73789380495083,16
158,378.1852373402921,17
159,319.40517247148045,17
160,71.2128386062924,16
161,71.2128386062924,16
162,386.20488457658325,10
163,413.98360233411535,17
164,127.54529528009087,16
165,404.5523944608235,17
166,67.759087286512,16
167,569.6550857204046,18
168,267.7822947379957,17
169,291.5938803401601,16
170,291.5938803401601,16
171,467.482117488211,18
172,467.482117488211,18
173,286.46853611601546,17
174,144.17013153016617,16
175,473.62660909711514,18
176,450.43502685715765,16
177,215.20352625813717,17
178,413.98360233411535,17
179,650.4660585266613,12
180,527.8619111489118,15
181,267.7822947379957,17
182,767.0382202776873,11
183,324.82144883068855,19
184,293.98226346445375,24
185,326.0721125483274,19
186,535.340787379439,25
187,150.0233868972022,20
188,441.7394169560828,9
189,268.0531745751672,8
190,95.94064103883635,20
191,313.2292113566838,21
192,368.7424144642034,8
193,150.0233868972022,20
194,319.40517247148045,17
195,319.40517247148045,17
196,319.40517247148045,17
197,291.5938803401601,16
198,286.46853611601546,17
199,291.5938803401601,16
200,260.19324497980386,21
201,326.0721125483274,19
202,918.6317167033699,8
203,291.5938803401601,16
204,313.2878305066316,15
205,569.6550857204046,18
206,71.2128386062924,16
207,71.2128386062924,16
208,132.70884555613813,16
209,563.5607144957985,19
210,299.0716638474826,17
211,536.4090728306121,10
212,71.2128386062924,16
213,596.2195122552058,22
214,67.759087286512,16
215,67.759087286512,16
216,227.4988363548746,16
217,326.0721125483274,19
218,339.57133233088035,22
219,280.45515898841336,19
220,482.50532547306483,17
221,324.82144883068855,19
222,443.89185439165345,11
223,326.0721125483274,19
224,256.73789380495083,16
225,517.7210801085056,11
226,413.98360233411535,17
227,115.35223848070997,19
228,778.7448231663998,9
229,110.42352673552811,19
230,397.8556244993846,15
231,256.73789380495083,16
232,71.2128386062924,16
233,490.1812576928001,6
234,291.5938803401601,16
235,186.74700889824626,17
236,227.4988363548746,16
237,227.4988363548746,16
238,362.73086913395343,16
239,186.74700889824626,17
240,628.1581858023552,20
241,368.293029236326,21
242,236.82251235006024,17
243,256.73789380495083,16
244,67.759087286512,16
245,286.46853611601546,17
246,514.446000150076,15
247,514.446000150076,15
248,267.7822947379957,17
249,95.94064103883635,20
250,50.996443747387424,17
251,5.615729820070632,16
252,77.2988679608712,17
253,267.7822947379957,17
254,428.67990110428013,18
255,448.2410854868558,17
256,302.2644539658726,16
257,918.6317167033699,8
258,407.4121155598015,18
259,397.8556244993846,15
260,628.1581858023552,20
261,397.8556244993846,15
262,628.1581858023552,20
263,71.2128386062924,16
264,50.996443747387424,17
265,194.90203591798996,20
266,407.4121155598015,18
267,260.19324497980386,21
268,523.06430491576,5
269,175.40254286243064,22
270,175.40254286243064,22
271,413.98360233411535,17
272,559.4020668408602,18
273,324.82144883068855,19
274,267.6416955379521,17
275,260.19324497980386,21
276,822.8331397613053,8
277,302.3150895473612,21
278,477.21182222619206,18
279,856.4223453356335,16
280,175.40254286243064,22
281,267.6416955379521,17
282,175.8030220023996,17
283,324.82144883068855,19
284,256.73789380495083,16
285,809.7865275413703,13
286,291.5938803401601,16
287,886.608485039935,18
288,260.19324497980386,21
289,261.2436999855701,19
290,678.9963360595352,9
291,505.37669369753974,18
292,50.996443747387424,17
293,340.70790201697827,18
294,71.2128386062924,16
295,683.1327422845176,15
296,50.996443747387424,17
297,299.4529009207697,18
298,21.800018171410223,16
299,523.06430491576,5
300,294.3217177806212,16
301,280.45515898841336,19
302,261.2436999855701,19
303,711.8590055365928,13
304,324.82144883068855,19
305,324.82144883068855,19
306,326.0721125483274,19
307,286.46853611601546,17
308,71.2128386062924,16
309,115.3181500319283,17
310,71.2128386062924,16
311,428.67990110428013,18
312,428.67990110428013,18
313,47.84336634184838,16
314,566.9355432183138,9
315,267.6416955379521,17
316,379.91118868859246,10
317,199.33084760015828,17
318,5.615729820070632,16
319,470.9355520258357,19
320,261.2436999855701,19
321,423.1502059447784,23
322,696.0664436646712,11
323,795.2863562520819,16
324,268.0531745751672,8
325,71.2128386062924,16
326,900.7785243236474,6
327,566.9355432183138,9
328,199.37596142795223,12
329,273.8367110310031,19
330,95.94064103883635,20
331,206.17778064091743,16
332,681.9805834694608,11
333,256.73789380495083,16
334,795.2863562520819,16
335,1247.688306871686,6
336,291.5938803401601,16
337,227.4988363548746,16
338,175.8030220023996,17
339,26.911734566726757,20
340,196.84117231151333,17
341,50.996443747387424,17
342,407.4121155598015,18
343,309.63180023657355,17
344,326.0721125483274,19
345,309.63180023657355,17
346,447.4357175184233,14
347,309.63180023657355,17
348,175.8030220023996,17
349,514.446000150076,15
350,299.4529009207697,18
351,767.0382202776873,11
352,26.911734566726757,20
353,378.9255116735961,19
354,614.8754849197238,18
355,319.56616308881013,9
356,334.9836813696759,9
357,576.3911559226055,11
358,322.7456950232554,11
359,694.3027739407198,8
360,238.73041985712754,17
361,694.3027739407198,8
362,238.73041985712754,17
363,652.3518639903609,11
364,5.615729820070632,16
365,256.73789380495083,16
366,299.0716638474826,17
367,235.52838540677746,17
368,50.996443747387424,17
369,847.657815976349,9
370,396.99546187971197,17
371,190.50681591448583,12
372,267.6416955379521,17
373,47.84336634184838,16
374,206.17778064091743,16
375,190.50681591448583,12
376,278.80263557668377,14
377,607.8217274019082,8
378,368.293029236326,21
379,759.0083873413112,9
380,614.8754849197238,18
381,1099.2101360970935,13
382,194.90203591798996,20
383,261.2436999855701,19
384,467.482117488211,18
385,467.482117488211,18
386,267.7822947379957,17
387,407.4121155598015,18
388,407.4121155598015,18
389,407.4121155598015,18
390,477.21182222619206,18
391,67.759087286512,16
392,50.996443747387424,17
393,709.9196258016896,16
394,709.9196258016896,16
395,676.6741334372406,17
396,71.2128386062924,16
397,780.3218747133549,10
398,676.6741334372406,17
399,815.9774797757862,3
400,261.2436999855701,19
401,731.5109912700564,16
402,261.2436999855701,19
403,466.5330183044859,13
404,267.7822947379957,17
405,206.17778064091743,16
406,50.996443747387424,17
407,628.1581858023552,20
408,144.17013153016617,16
409,67.759087286512,16
410,378.9255116735961,19
411,267.7822947379957,17
412,676.6741334372406,17
413,393.5552587269426,19
414,144.17013153016617,16
415,291.5938803401601,16
416,144.17013153016617,16
417,339.57133233088035,22
418,827.0682932409455,15
419,302.2644539658726,16
420,476.29289631669155,13
421,827.0682932409455,15
422,411.0493026514514,12
423,522.0777018294725,15
424,309.63180023657355,17
425,144.17013153016617,16
426,687.2731556931827,7
427,387.0792947341627,16
428,559.4020668408602,18
429,348.1739373861006,17
430,793.5988652155291,14
431,267.7822947379957,17
432,569.5984366272684,17
433,516.4218620842781,10
434,887.235717491426,18
435,286.46853611601546,17
436,206.17778064091743,16
437,445.5239983728201,9
438,144.17013153016617,16
439,236.82251235006024,17
440,227.4988363548746,16
441,340.70790201697827,18
442,324.82144883068855,19
443,569.5984366272684,17
444,209.640646457337,17
445,275.44056174529544,16
446,291.5938803401601,16
447,236.82251235006024,17
448,319.40517247148045,17
449,26.911734566726757,20
450,347.65189017906107,11
451,206.17778064091743,16
452,482.50532547306483,17
453,596.2195122552058,22
454,308.0315297433599,21
455,180.0596477288979,16
456,71.2128386062924,16
457,744.4486979846563,11
458,746.9451186425255,14
459,368.86870738569513,13
460,449.2054411030938,22
461,379.85007081760693,13
462,815.9774797757862,3
463,503.5261667617831,16
464,273.8367110310031,19
465,309.63180023657355,17
466,222.8280271225133,18
