,nearest stattion,number of stops within 2kms
0,476.5069862428392,14
1,235.19289036294433,14
2,514.4319046811897,9
3,91.43100256006743,10
4,573.1773792308652,9
5,870.2014418588361,7
6,425.78524824161406,13
7,1351.1062988193437,4
