nearest stattion,number of stops within 2kms
474.3246236,15
134.4036624,15
1253.66504,6
1253.66504,6
106.3427867,17
356.161968,9
759.6633692,8
759.6633692,8
318.45351,10
552.446276,14
585.7150235,7
818.8954183,7
549.2512674,17
1056.802484,6
474.3246236,15
189.049288,11
552.446276,14
533.7940284,13
539.8540556,15
539.8540556,15
459.5234856,8
223.3063751,16
172.3601873,19
539.8540556,15
765.9785513,6
765.9785513,6
356.161968,9
765.9785513,6
403.1411382,13
765.9785513,6
348.3127545,14
765.9785513,6
765.9785513,6
414.8775294,14
255.8877254,11
896.7789873,7
552.446276,14
494.0755498,7
708.7253018,8
539.8540556,15
332.3124909,17
621.0945624,16
332.3124909,17
367.7123371,8
137.8119806,13
533.1605727,8
533.1605727,8
430.2072801,11
398.0040797,18
356.418588,18
539.8540556,15
356.161968,9
287.6284273,19
699.6257627,8
441.7952958,12
576.8768255,7
563.9731573,7
477.1691415,8
459.9048016,7
753.249227,7
759.6633692,8
759.6633692,8
753.249227,7
1056.802484,6
188.8460752,11
403.3181816,15
678.2742764,8
1015.147233,6
208.646106,18
403.3181816,15
15.65610614,14
538.1454462,9
220.1670287,15
1015.147233,6
314.8727446,11
262.2692592,10
1015.147233,6
226.0180098,15
623.2881039,8
570.0538897,8
680.8321219,8
552.8605818,14
569.3142711,9
569.3142711,9
262.2692592,10
583.8031658,8
318.45351,10
415.9362102,10
1015.147233,6
527.0537678,11
680.8321219,8
264.6413514,11
552.8605818,14
253.5876531,10
607.4721939,12
409.1643874,18
552.8605818,14
430.2072801,11
304.9451186,10
117.3872531,18
1090.01107,7
1090.01107,7
527.0537678,11
527.0537678,11
569.3142711,9
1066.685853,7
397.3585243,8
425.7852482,13
425.7852482,13
331.3654861,19
583.8031658,8
554.8094928,15
410.389156,12
170.5319059,10
776.6826569,8
410.389156,12
618.7985159,9
330.4759443,8
496.1372202,12
384.9692519,19
614.5335379,8
414.4049354,9
660.9975299,7
626.9620567,11
287.6284273,19
875.19348,6
287.6284273,19
464.3708228,8
1284.97526,7
1284.97526,7
199.082631,10
799.2171343,7
310.2360263,17
125.3164363,10
310.3311664,14
255.8877254,11
255.8877254,11
255.4487834,19
255.8877254,11
255.8877254,11
255.8877254,11
150.4089022,17
412.0966273,15
235.3076539,10
573.1773792,9
570.0538897,8
468.0510479,14
1015.147233,6
509.5733421,18
339.9353553,13
412.4463796,9
644.0316222,11
316.7888654,9
338.2669663,19
316.7888654,9
298.9847771,11
315.2188118,12
412.0966273,15
371.1486895,17
403.3181816,15
442.7495186,19
448.435099,13
316.7888654,9
212.5680948,11
494.6974731,8
453.8879935,15
496.7506579,13
490.9936613,14
410.0619979,15
217.1558487,12
641.1366705,8
620.3177375,14
641.1366705,8
473.5408276,8
466.0528021,6
143.7333618,10
434.5962449,7
363.0952621,17
77.78567866,17
726.6433337,8
753.249227,7
726.6433337,8
753.249227,7
668.2914587,8
1284.97526,7
668.2914587,8
369.8007702,9
369.8007702,9
135.6225938,20
118.2929018,14
539.8540556,15
233.2392781,9
1133.098315,6
246.0221745,8
339.9353553,13
627.7478806,7
753.249227,7
1154.809191,7
623.2881039,8
377.9457923,14
459.9048016,7
310.2360263,17
680.8321219,8
441.4959524,9
1015.147233,6
485.1174312,10
335.6945599,18
954.0056334,7
1267.523792,7
453.8879935,15
314.8727446,11
314.8727446,11
386.509536,9
459.9048016,7
226.2741912,13
485.1174312,10
548.0071774,16
458.9795889,14
256.2923325,9
602.6743622,8
393.7587863,18
414.4775789,8
1097.824622,8
137.8119806,13
523.8710373,7
1066.685853,7
573.1773792,9
726.6433337,8
369.8007702,9
523.8710373,7
412.4463796,9
671.7934486,9
205.4532095,14
461.7845226,13
569.3142711,9
529.7990234,10
529.7990234,10
254.2486288,16
414.4775789,8
364.857756,9
425.4262157,8
92.8786067,19
529.0682967,6
316.7888654,9
364.857756,9
455.7253583,8
456.2561664,18
1144.223511,6
453.1577748,10
259.0072692,19
118.2929018,14
753.249227,7
926.6177992,9
538.9969007,12
298.9847771,11
493.8798795,9
621.5632811,7
220.1670287,15
137.8119806,13
607.4721939,12
538.9969007,12
81.83112687,18
538.9969007,12
406.1924088,14
264.7676616,10
648.730893,8
219.8206456,12
511.7446197,20
406.1924088,14
1350.014774,7
323.9688917,9
406.1924088,14
1350.014774,7
842.5233704,8
314.1388094,19
480.9158413,8
243.5345616,14
839.4122336,9
476.6301216,18
515.2844231,19
461.9659176,18
397.3585243,8
156.699041,20
202.8485571,10
753.249227,7
418.6584434,19
818.8321746,8
202.8485571,10
585.7150235,7
753.249227,7
397.3585243,8
515.2844231,19
1253.66504,6
1056.802484,6
539.8540556,15
163.1799609,12
558.1501198,10
706.6080668,8
447.7019134,9
316.7888654,9
543.107574,9
1133.098315,6
440.2668685,14
550.3678795,7
529.5141496,13
506.9598418,14
741.5852848,8
287.6284273,19
683.9756648,17
224.987359,19
643.2970562,18
406.1924088,14
577.7960695,16
372.8220611,14
344.3929869,14
423.947316,15
467.4820925,20
464.3708228,8
552.8605818,14
543.107574,9
455.7253583,8
287.6284273,19
383.7953069,20
683.9756648,17
344.3929869,14
144.1856406,14
318.9050353,13
261.7511926,9
304.9451186,10
546.8028098,7
819.949615,7
261.7511926,9
383.7953069,20
776.6826569,8
497.4210488,18
1097.346095,5
519.7979752,17
550.3678795,7
366.4729265,8
539.8540556,15
262.2692592,10
475.2527673,9
1133.098315,6
1133.098315,6
243.5345616,14
395.9939756,20
340.2990118,14
625.9914016,17
410.389156,12
494.0755498,7
412.5227059,14
436.6692192,15
523.2764222,14
331.7371501,16
508.1471091,18
589.9027478,11
476.6301216,18
602.6743622,8
145.0560641,8
145.0560641,8
1028.464038,6
414.4049354,9
1028.464038,6
414.4049354,9
558.1501198,10
1267.523792,7
1267.523792,7
414.4049354,9
558.1501198,10
145.0560641,8
401.3087081,14
1124.957563,6
79.72602469,14
189.049288,11
236.9366165,19
252.8374884,8
346.495704,9
401.3087081,14
190.8041315,14
401.3087081,14
252.8374884,8
461.8693187,13
293.9938205,8
261.7511926,9
524.335623,9
352.1376562,13
618.7985159,9
410.389156,12
363.0952621,17
461.7845226,13
259.0072692,19
660.6471458,7
968.5992152,8
145.0560641,8
443.3253953,9
354.4470496,15
938.0432473,6
1006.821417,6
162.705078,15
288.1008643,8
1226.24322,7
647.1727837,9
310.2360263,17
609.1287732,15
620.6797739,13
434.3528121,14
352.1376562,13
468.0510479,14
474.6149147,9
626.904079,9
413.5143371,10
620.3177375,14
268.7831677,17
361.4962064,9
374.8506632,8
540.9970905,16
395.9939756,20
349.4761338,8
726.6433337,8
354.4470496,15
281.3032384,17
361.4962064,9
374.8506632,8
145.0560641,8
572.8140276,9
310.2360263,17
954.4662269,7
163.1799609,12
286.7138914,17
1022.135613,6
507.0049014,11
310.2360263,17
436.0938777,9
191.7542564,8
344.3929869,14
373.7390053,9
726.6433337,8
367.7123371,8
310.3311664,14
1267.523792,7
163.1799609,12
377.8850436,13
540.9970905,16
593.6855337,18
310.2360263,17
440.2668685,14
490.9936613,14
1097.346095,5
372.8220611,14
88.73170522,14
281.9192428,14
189.049288,11
188.9060361,14
403.3181816,15
753.249227,7
403.3181816,15
248.6579534,10
975.6438966,9
602.4428901,10
339.4275818,20
908.8787878,8
408.3648103,16
304.580537,10
408.3648103,16
339.4275818,20
244.8244613,19
414.4049354,9
720.8917246,11
43.66639993,12
544.24753,20
443.3253953,9
592.6194864,7
592.6194864,7
299.1131756,11
443.3253953,9
453.8879935,15
92.8786067,19
455.9606794,18
819.1823205,10
975.6438966,9
425.9387971,11
943.6451848,9
415.9362102,10
415.9362102,10
415.9362102,10
414.8775294,14
255.8877254,11
535.4748164,16
402.0240422,13
437.7102545,10
325.0254053,14
321.7439868,8
397.3585243,8
270.2377988,19
205.4532095,14
418.3090942,18
263.8049744,10
619.6286716,9
402.0240422,13
425.7852482,13
264.4292675,20
414.8775294,14
456.3293054,10
291.588873,15
397.3585243,8
122.1271741,8
726.6433337,8
354.4470496,15
122.1271741,8
573.1773792,9
1097.346095,5
364.857756,9
219.8206456,12
364.857756,9
372.0680448,20
145.0560641,8
581.0667481,16
581.0667481,16
264.6413514,11
393.2520985,13
461.7845226,13
213.1093017,11
443.3253953,9
443.3253953,9
403.3181816,15
254.3435938,11
373.7390053,9
538.3392748,8
529.7990234,10
1015.147233,6
680.8321219,8
680.002419,17
172.3601873,19
219.836666,12
172.3601873,19
1241.385612,7
799.9716239,8
1144.570744,6
243.0901977,21
620.1276897,17
1207.56228,6
726.6433337,8
135.6136039,8
726.6433337,8
1305.875415,6
581.4127671,8
609.3448428,7
938.0432473,6
1234.698499,6
328.137166,12
1144.223511,6
1144.223511,6
1144.223511,6
680.8321219,8
268.7831677,17
414.8775294,14
1015.147233,6
477.7191195,14
414.4049354,9
344.2098938,15
344.2098938,15
292.7861555,11
437.7102545,10
354.4470496,15
331.3654861,19
1015.147233,6
334.61155,11
1124.957563,6
729.0961239,8
678.2742764,8
414.8775294,14
186.1402869,10
235.7702287,12
292.7342631,9
88.73170522,14
88.73170522,14
576.0300113,18
143.7333618,10
383.0896294,10
458.9641398,12
297.8986352,14
147.7851522,9
576.0300113,18
343.5642343,10
490.9936613,14
331.7371501,16
383.0896294,10
383.0896294,10
145.0560641,8
191.7542564,8
145.0560641,8
647.1727837,9
120.1436864,11
310.2360263,17
372.0680448,20
814.0258123,8
1250.489365,7
275.1454309,14
869.3497686,6
310.2360263,17
107.5186751,12
842.5233704,8
642.9233155,13
966.2668902,6
273.9951595,11
1013.840829,6
380.4543047,10
556.9833033,8
372.0680448,20
120.1436864,11
262.7569944,12
107.5186751,12
614.5335379,8
620.6797739,13
256.2923325,9
598.8258867,16
477.1691415,8
598.8258867,16
554.8094928,15
299.1131756,11
453.8879935,15
261.7511926,9
320.0334797,12
372.7201507,10
384.9692519,19
192.8342933,14
267.4352719,16
261.7511926,9
448.0839028,9
325.6161215,10
576.0300113,18
570.0538897,8
767.8192123,8
538.3392748,8
252.8374884,8
253.977483,9
402.0240422,13
1126.135096,6
1015.147233,6
819.1823205,10
456.2561664,18
524.4861051,7
576.0300113,18
384.9692519,19
325.6161215,10
331.7371501,16
261.7511926,9
819.1823205,10
747.9494586,8
819.949615,7
310.3311664,14
147.7851522,9
248.8674471,17
1124.957563,6
215.4744512,17
1124.957563,6
523.2764222,14
437.7102545,10
498.0344702,10
515.5637083,15
939.7021005,7
467.6420196,19
464.5037319,10
523.8710373,7
437.0819833,9
217.1558487,12
1241.385612,7
414.4049354,9
504.7547789,9
213.1093017,11
192.3511138,17
414.4049354,9
192.3511138,17
181.8197484,13
445.9380643,13
403.3181816,15
43.66639993,12
712.2406729,9
396.1205795,16
396.1205795,16
396.1205795,16
680.002419,17
601.4449983,10
396.1205795,16
331.7371501,16
869.3497686,6
401.380211,16
1075.668033,6
869.3497686,6
475.2009714,14
152.029527,10
529.7990234,10
529.7990234,10
618.7985159,9
107.5186751,12
107.5186751,12
449.9873813,16
602.6743622,8
267.7995912,10
247.9032514,14
209.2127782,15
523.8710373,7
297.8986352,14
246.2737035,17
571.5041739,19
376.6776964,17
458.2808672,10
389.1541437,10
410.6799317,14
442.386265,8
331.7371501,16
263.8613665,10
658.8388977,14
542.5821971,17
403.3181816,15
412.5227059,14
332.88443,11
437.7102545,10
188.9060361,14
412.5227059,14
362.8690577,12
331.7371501,16
442.386265,8
496.7506579,13
403.3181816,15
272.1026778,19
321.7439868,8
518.5915766,18
468.0510479,14
418.0912635,13
468.0510479,14
653.1063426,7
383.0896294,10
468.0510479,14
653.1063426,7
468.0510479,14
982.9389472,10
218.5954636,13
887.0500726,7
120.1436864,11
166.0421257,12
346.495704,9
620.3177375,14
298.0517363,18
289.075479,16
443.3253953,9
453.8879935,15
331.7371501,16
614.0021764,7
121.1671743,11
248.6579534,10
373.7390053,9
219.836666,12
350.136222,8
712.2406729,9
120.1703478,14
181.8197484,13
99.41416423,12
474.6149147,9
331.7371501,16
658.8388977,14
888.0625897,7
310.2360263,17
888.0625897,7
454.6082938,14
256.2923325,9
380.5758696,9
471.0693124,17
258.7271533,10
277.463842,13
422.4916491,16
403.3181816,15
371.8464996,9
312.8424497,14
428.8732519,18
369.8007702,9
921.3879211,6
819.949615,7
449.4447784,17
428.8732519,18
920.7466252,7
791.1798062,11
1123.411247,6
363.7250754,15
166.684709,14
921.3879211,6
605.685256,10
363.7250754,15
791.1798062,11
449.4447784,17
265.0533156,17
265.0533156,17
442.386265,8
687.0654348,7
687.0654348,7
265.0533156,17
118.6221747,16
310.3666187,21
291.4491244,17
304.580537,10
380.9029723,8
605.685256,10
596.6547777,10
1053.019986,9
612.3961946,9
389.1541437,10
543.107574,9
363.7250754,15
402.0240422,13
267.4352719,16
508.4227876,15
476.5069862,14
235.1928904,14
514.4319047,9
91.43100256,10
573.1773792,9
870.2014419,7
425.7852482,13
1351.106299,4
1420.364657,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1503.531054,1
243.4398497,23
122.41769,20
399.4609732,8
352.2117371,14
79.48962655,24
494.0755498,7
328.0212788,18
483.2245321,14
219.9509406,22
1228.431793,4
409.8403201,11
371.5435708,13
1136.569526,4
162.1707738,16
261.4506036,17
417.3535351,10
569.1732951,13
383.4858618,9
199.082631,10
476.3967943,25
431.0098115,13
354.0356944,9
245.5593394,28
503.3603117,15
387.6076195,8
387.6076195,8
310.215511,10
194.4945958,11
310.215511,10
310.215511,10
210.6755464,11
149.4308708,11
157.3502737,25
79.48962655,24
194.4945958,11
0,0
194.4945958,11
310.215511,10
79.48962655,24
167.459568,25
79.48962655,24
523.2134472,16
157.3502737,25
604.6636999,15
305.5982043,10
194.4945958,11
210.6755464,11
210.6755464,11
625.7703119,15
523.2134472,16
210.6755464,11
497.7765046,16
421.851869,7
625.7703119,15
362.7501052,13
625.7703119,15
210.6755464,11
604.6636999,15
447.812716,9
447.812716,9
305.5982043,10
523.2134472,16
371.9535346,13
371.9535346,13
497.7765046,16
1051.375041,6
310.215511,10
497.7765046,16
497.7765046,16
523.2134472,16
305.5982043,10
464.8965348,8
275.7615798,11
737.4903658,5
157.3502737,25
310.215511,10
387.6076195,8
329.6712721,10
387.6076195,8
379.4500795,12
643.773545,5
523.2134472,16
210.6755464,11
501.2868812,9
393.3396048,13
274.0305198,19
79.48962655,24
0,0
195.8671167,11
79.48962655,24
1732.467865,4
393.3396048,13
625.7703119,15
310.215511,10
563.0410427,9
275.7615798,11
125.4986137,8
34.41481335,8
34.41481335,8
497.7765046,16
232.7288155,25
194.4945958,11
310.215511,10
305.5982043,10
275.7615798,11
305.5982043,10
387.6076195,8
36.60009509,23
391.7924999,9
0,0
497.7765046,16
481.0563322,15
149.4308708,11
310.215511,10
194.4945958,11
497.7765046,16
371.9535346,13
497.7765046,16
305.5982043,10
745.3364475,4
305.5982043,10
157.3502737,25
497.7765046,16
0,0
194.4945958,11
1608.593425,2
1516.593868,2
497.7765046,16
232.7288155,25
466.9307983,4
210.6755464,11
525.8582021,5
183.8773991,19
681.197322,5
194.4945958,11
310.215511,10
79.48962655,24
460.6154595,7
412.8538645,7
1317.79764,3
705.6730439,6
0,0
305.5982043,10
497.7765046,16
523.2134472,16
589.0853174,5
523.2134472,16
458.7750318,13
305.5982043,10
295.9262288,10
334.494433,9
275.7615798,11
1231.856868,1
210.6755464,11
329.6712721,10
393.3396048,13
497.7765046,16
210.6755464,11
393.3396048,13
481.0563322,15
334.494433,9
497.7765046,16
497.7765046,16
210.6755464,11
523.2134472,16
497.7765046,16
393.3396048,13
380.1096345,9
230.479278,11
497.7765046,16
497.7765046,16
497.7765046,16
497.7765046,16
497.7765046,16
62.1381121,12
62.1381121,12
497.7765046,16
393.3396048,13
488.0327424,7
497.7765046,16
523.2134472,16
523.2134472,16
497.7765046,16
497.7765046,16
698.0666375,7
275.7615798,11
712.2729204,5
457.4551617,12
0,0
497.7765046,16
497.7765046,16
497.7765046,16
497.7765046,16
737.7660247,6
467.9752165,10
604.6636999,15
334.494433,9
387.6076195,8
387.6076195,8
497.7765046,16
310.215511,10
630.8774859,13
410.9860145,12
719.7337216,12
665.6447349,5
674.2528715,12
1311.952189,3
79.48962655,24
0,0
497.7765046,16
497.7765046,16
625.7703119,15
563.0410427,9
563.0410427,9
375.0365238,5
464.4680465,9
305.5982043,10
310.215511,10
305.5982043,10
305.5982043,10
494.7874385,12
0,0
351.3049512,4
477.3048099,7
665.6447349,5
146.057872,11
0,0
643.773545,5
79.48962655,24
305.5982043,10
79.48962655,24
79.48962655,24
79.48962655,24
274.1820234,11
79.48962655,24
665.6447349,5
676.4680213,3
274.1820234,11
79.48962655,24
210.6755464,11
274.1820234,11
210.6755464,11
707.7066963,16
707.7066963,16
310.215511,10
0,0
0,0
1198.234939,3
518.2592751,9
194.4945958,11
329.6712721,10
712.9729316,6
333.0238623,8
329.6712721,10
458.0955538,4
149.4308708,11
274.1820234,11
313.063443,24
389.0327686,4
1840.133685,1
458.0955538,4
0,0
353.604039,6
36.16032187,5
0,0
310.215511,10
463.9038432,7
0,0
310.215511,10
329.6712721,10
329.6712721,10
1054.090911,5
329.6712721,10
79.48962655,24
0,0
0,0
310.215511,10
201.6717288,11
79.48962655,24
0,0
701.0125613,7
305.5982043,10
353.5405758,4
353.5405758,4
183.160103,4
0,0
596.1870476,9
329.6712721,10
305.5982043,10
34.41481335,8
194.4945958,11
0,0
0,0
194.4945958,11
310.215511,10
310.215511,10
310.215511,10
305.5982043,10
305.5982043,10
310.215511,10
754.8722119,15
194.4945958,11
387.6076195,8
310.215511,10
387.6076195,8
194.4945958,11
194.4945958,11
305.5982043,10
274.0305198,19
1603.190305,3
0,0
387.6076195,8
196.8663063,25
0,0
79.48962655,24
596.6889338,7
836.0169704,5
387.6076195,8
0,0
523.2134472,16
497.7765046,16
269.6378037,8
428.0695754,7
316.0881734,16
381.984983,10
387.6076195,8
1171.730475,2
1043.29332,4
305.5982043,10
269.6378037,8
310.215511,10
275.7615798,11
496.7488438,9
423.9011837,8
392.886161,9
1198.537303,2
210.6755464,11
450.8286732,5
1253.325837,1
0,0
322.5849576,8
563.0410427,9
435.1792712,7
1057.572747,4
62.1381121,12
334.7240007,8
0,0
329.6712721,10
387.6076195,8
305.5982043,10
310.215511,10
0,0
310.215511,10
0,0
0,0
435.1966336,9
1014.448233,7
210.0284048,8
0,0
486.9442617,4
905.0236567,4
0,0
446.3674585,5
1526.194155,2
0,0
74.82217753,4
1051.375041,6
201.6717288,11
183.160103,4
707.7066963,16
756.9534203,7
1017.450404,5
447.812716,9
763.0326629,5
1370.496968,5
370.0084635,5
348.1002918,5
834.2083338,5
305.5982043,10
834.2083338,5
458.7750318,13
1298.975011,5
592.0648229,5
1389.841645,5
0,0
1298.975011,5
389.3084061,6
661.4234067,4
79.48962655,24
316.8688428,12
0,0
0,0
638.8033933,7
334.7240007,8
0,0
652.4649885,5
1998.365356,1
563.0410427,9
0,0
0,0
329.6712721,10
210.6755464,11
596.4224556,5
410.5867967,6
566.7885621,6
0,0
340.6528687,7
602.8698638,6
462.9639551,6
0,0
316.4695015,9
462.8583438,10
1054.612195,7
305.5982043,10
730.8871272,15
0,0
572.7797634,5
333.0238623,8
310.215511,10
334.7240007,8
215.8655779,10
494.7874385,12
0,0
563.0410427,9
566.6552938,5
837.4512141,14
310.215511,10
329.6712721,10
563.0410427,9
305.5982043,10
79.48962655,24
447.812716,9
0,0
0,0
448.9628704,9
194.4945958,11
496.7488438,9
0,0
0,0
36.60009509,23
0,0
789.0157467,4
1855.223172,1
466.2947934,8
250.233105,7
1298.975011,5
959.2561934,5
310.215511,10
79.48962655,24
288.8739677,9
326.5366702,7
497.7765046,16
210.6755464,11
497.7765046,16
720.0928817,7
705.4634336,6
563.0410427,9
497.7765046,16
275.7615798,11
1249.968093,4
0,0
310.215511,10
720.873612,7
563.0410427,9
942.7244227,5
310.215511,10
0,0
310.215511,10
497.7765046,16
0,0
1070.424242,3
334.7240007,8
305.5982043,10
194.4945958,11
587.0675268,5
1092.551094,3
387.6076195,8
140.8920595,20
0,0
387.6076195,8
1097.267842,5
334.7240007,8
588.3260687,5
288.8739677,9
1843.142397,1
563.0410427,9
148.7436835,24
186.7564006,7
0,0
848.1511679,7
334.7240007,8
1430.067116,5
1043.781116,1
329.6712721,10
305.5982043,10
707.7066963,16
817.0739216,5
310.215511,10
0,0
0,0
623.0057576,4
0,0
0,0
0,0
0,0
0,0
496.7488438,9
310.215511,10
194.4945958,11
387.6076195,8
387.6076195,8
310.215511,10
310.215511,10
398.3879689,8
563.0410427,9
587.0675268,5
158.5151405,8
201.6717288,11
1979.581287,1
1187.718921,3
946.0597723,7
158.5151405,8
0,0
364.4762973,8
0,0
0,0
0,0
0,0
149.4308708,11
834.2083338,5
34.41481335,8
0,0
79.48962655,24
493.1968495,13
0,0
34.41481335,8
625.7703119,15
0,0
0,0
194.4945958,11
158.5151405,8
274.1820234,11
288.8739677,9
1739.851443,1
34.41481335,8
707.7066963,16
712.9729316,6
387.6076195,8
853.7059314,4
194.4945958,11
707.7066963,16
305.5982043,10
158.5151405,8
36.60009509,23
36.60009509,23
157.3502737,25
126.4139535,9
194.4945958,11
494.4739501,9
430.8980555,12
741.7958489,7
1007.414475,6
932.0851602,3
149.4308708,11
1043.669328,2
0,0
79.48962655,24
79.48962655,24
0,0
1085.741156,5
447.812716,9
447.812716,9
686.918578,3
79.48962655,24
0,0
0,0
647.6666706,7
329.6712721,10
158.5151405,8
389.1913934,8
62.1381121,12
1025.914307,6
62.1381121,12
838.5142088,9
127.7212455,23
62.1381121,12
488.0327424,7
0,0
838.5142088,9
397.5734637,4
1542.152888,3
440.3651608,8
664.7460784,4
981.45929,3
0,0
0,0
0,0
555.2723085,4
0,0
31.90503531,12
315.059149,7
247.8286696,6
0,0
541.4314609,8
502.5804021,5
62.1381121,12
358.5689568,10
158.5151405,8
167.459568,25
183.8773991,19
79.48962655,24
1999.912849,1
527.131133,5
329.6712721,10
0,0
305.5982043,10
269.6378037,8
387.6076195,8
0,0
387.6076195,8
334.7240007,8
305.5982043,10
768.6445117,5
79.48962655,24
832.8083585,3
310.215511,10
1102.442251,2
0,0
34.41481335,8
194.4945958,11
0,0
1865.475009,1
305.5982043,10
0,0
530.8453596,4
169.7178809,6
530.8453596,4
530.8453596,4
665.6447349,5
389.0327686,4
617.7296548,3
158.5151405,8
169.7178809,6
158.5151405,8
294.6267425,7
545.7112773,8
62.1381121,12
158.5151405,8
0,0
210.0284048,8
250.233105,7
425.9080559,7
310.215511,10
310.215511,10
329.6712721,10
0,0
0,0
305.5982043,10
210.6755464,11
310.215511,10
625.407656,14
1351.046372,1
0,0
99.40144244,12
298.523168,22
939.4508573,5
625.7703119,15
176.7095836,19
361.7784376,12
210.6755464,11
210.6755464,11
617.7296548,3
646.6453547,4
275.7615798,11
34.41481335,8
632.377192,7
563.0410427,9
563.0410427,9
201.6717288,11
305.5982043,10
274.1820234,11
310.215511,10
599.6184545,4
329.6712721,10
194.4945958,11
387.6076195,8
387.6076195,8
194.4945958,11
62.1381121,12
527.234249,4
310.215511,10
34.41481335,8
194.4945958,11
62.1381121,12
310.215511,10
305.5982043,10
167.1525533,7
305.5982043,10
282.2596985,12
310.215511,10
310.215511,10
305.5982043,10
329.6712721,10
158.5151405,8
294.6267425,7
310.215511,10
719.7337216,12
79.48962655,24
1453.536903,5
0,0
446.3674585,5
158.5151405,8
158.5151405,8
158.5151405,8
1096.2303,5
355.5052148,5
282.2596985,12
158.5151405,8
0,0
494.7874385,12
0,0
447.812716,9
652.4649885,5
543.1369768,5
0,0
543.1369768,5
652.4649885,5
821.7661795,5
1908.167037,1
625.7703119,15
397.5734637,4
0,0
310.215511,10
1908.167037,1
981.45929,3
329.6712721,10
310.215511,10
305.5982043,10
630.8774859,13
169.7178809,6
1432.928241,3
1432.928241,3
888.9937457,5
674.2528715,12
79.48962655,24
264.9791115,5
31.90503531,12
253.8970352,9
1050.131723,3
363.1455868,22
269.6378037,8
587.0675268,5
0,0
812.7034849,7
971.4534892,3
158.5151405,8
0,0
0,0
333.0238623,8
981.45929,3
1187.355411,5
251.3852391,4
662.7728547,6
0,0
902.1275374,3
0,0
158.5151405,8
1141.642939,3
145.368053,23
280.257611,11
0,0
158.5151405,8
0,0
647.6666706,7
300.8072354,5
0,0
541.3809962,5
0,0
0,0
201.6717288,11
0,0
1138.522163,3
1070.009981,5
375.0365238,5
183.8773991,19
611.3566578,5
145.368053,23
335.1242958,10
120.1766602,5
604.6636999,15
380.9009965,7
414.0120664,3
971.4534892,3
1367.662307,3
99.40144244,12
460.1892904,5
1144.511689,3
971.4534892,3
0,0
497.7765046,16
0,0
576.8289507,5
824.6985502,5
1313.491541,4
355.5052148,5
497.7765046,16
0,0
737.9430518,6
428.6653357,4
440.3651608,8
604.6636999,15
613.7332789,5
995.0136761,4
34.41481335,8
83.88903807,12
353.604039,6
353.604039,6
912.8919464,3
34.41481335,8
34.41481335,8
36.60009509,23
316.8688428,12
363.1455868,22
0,0
1665.006017,2
196.8663063,25
0,0
334.7240007,8
366.6074065,8
497.7765046,16
701.0125613,7
838.5142088,9
1665.006017,2
0,0
426.4450348,16
183.8773991,19
1043.29332,4
366.6074065,8
866.89045,5
275.7615798,11
761.9261108,5
1999.286699,1
210.0284048,8
387.6076195,8
237.6087034,6
149.4308708,11
426.4450348,16
30.54281214,20
1076.939667,4
410.462326,3
812.7034849,7
423.9011837,8
387.6076195,8
497.7765046,16
231.780089,5
158.5151405,8
1124.400096,4
1855.223172,1
1319.239769,3
1932.617929,1
398.4997598,6
499.2102046,9
746.4081833,6
275.6716194,6
329.6712721,10
62.1381121,12
701.6084922,3
0,0
62.1381121,12
1903.189737,1
0,0
0,0
305.5982043,10
0,0
515.7509536,4
334.7240007,8
428.4551147,4
1367.662307,3
294.8446548,11
196.8663063,25
210.0284048,8
905.7737281,5
0,0
334.7240007,8
0,0
465.2180908,5
632.377192,7
1042.616722,4
202.3940856,18
210.0284048,8
375.0365238,5
233.4597879,4
341.3527675,9
572.7797634,5
34.41481335,8
319.4188564,4
995.0136761,4
466.2947934,8
125.4986137,8
466.2947934,8
34.41481335,8
0,0
334.5743228,9
0,0
62.1381121,12
0,0
0,0
466.2947934,8
492.6308716,5
1739.891172,2
392.886161,9
620.0977877,3
310.215511,10
0,0
633.4604447,5
646.6560914,7
1090.376599,1
653.5772141,15
99.40144244,12
526.8231472,7
647.6666706,7
730.8871272,15
334.5743228,9
0,0
0,0
518.2592751,9
462.8583438,10
646.6560914,7
123.1191753,5
403.0939331,7
371.9535346,13
79.48962655,24
0,0
568.1370029,3
1897.016969,1
0,0
0,0
518.2592751,9
444.0310313,11
0,0
0,0
0,0
1193.423193,3
1525.666341,4
158.5151405,8
0,0
1601.668826,2
1261.308742,5
140.5811118,7
36.16032187,5
293.0562966,7
423.9011837,8
120.1766602,5
330.4532177,7
341.3527675,9
303.7381429,7
0,0
633.4604447,5
0,0
674.2528715,12
15.06517288,7
995.0136761,4
0,0
0,0
480.0462451,6
786.7904297,3
0,0
1665.006017,2
463.9038432,7
158.5151405,8
599.6184545,4
812.7034849,7
294.6267425,7
222.6260029,4
377.487168,9
822.091131,7
430.2307393,8
363.4691994,10
125.4986137,8
407.5229639,7
407.5229639,7
407.5229639,7
125.4986137,8
1043.29332,4
1051.375041,6
442.6107218,6
0,0
31.90503531,12
293.0562966,7
526.3107025,4
158.5151405,8
577.0371549,6
1561.311932,3
1329.815753,5
576.1751686,7
1911.803824,2
411.4082744,7
398.5775066,7
652.2540099,6
1444.243763,3
1661.908454,2
0,0
1173.797092,2
1608.666721,3
0,0
